"","ds","TikTok","Facebook","Google_Ads","type","solID"
"405",2018-02-04,0,0,2187.29,"predictedExposure","5_86_3"
"406",2018-02-11,8045.44,4310.55,1992.98,"predictedExposure","5_86_3"
"407",2018-02-18,0,0,2253.02,"predictedExposure","5_86_3"
"408",2018-02-25,9697.29,4478.81,2042.3,"predictedExposure","5_86_3"
"409",2018-03-04,0,3156.93,1859.02,"predictedExposure","5_86_3"
"410",2018-03-11,0,4522.03,2135.99,"predictedExposure","5_86_3"
"411",2018-03-18,0,4520.34,0,"predictedExposure","5_86_3"
"412",2018-03-25,0,0,0,"predictedExposure","5_86_3"
"413",2018-04-01,11522.08,5698.46,0,"predictedExposure","5_86_3"
"414",2018-04-08,10243.35,0,0,"predictedExposure","5_86_3"
"415",2018-04-15,0,0,1839.37,"predictedExposure","5_86_3"
"416",2018-04-22,10667.35,0,1907.13,"predictedExposure","5_86_3"
"417",2018-04-29,0,0,2204.36,"predictedExposure","5_86_3"
"418",2018-05-06,9589.68,5160.93,1889.49,"predictedExposure","5_86_3"
"419",2018-05-13,10626.14,0,1922.63,"predictedExposure","5_86_3"
"420",2018-05-20,8291.81,4605.15,1897.94,"predictedExposure","5_86_3"
"421",2018-05-27,0,0,2036.79,"predictedExposure","5_86_3"
"422",2018-06-03,11307.24,0,1922.9,"predictedExposure","5_86_3"
"423",2018-06-10,0,0,1679.63,"predictedExposure","5_86_3"
"424",2018-06-17,8515.67,4006.88,0,"predictedExposure","5_86_3"
"425",2018-06-24,0,0,0,"predictedExposure","5_86_3"
"426",2018-07-01,0,0,0,"predictedExposure","5_86_3"
"427",2018-07-08,0,5049.49,2162.53,"predictedExposure","5_86_3"
"428",2018-07-15,0,0,2117.45,"predictedExposure","5_86_3"
"429",2018-07-22,13065.56,5643.31,1898.93,"predictedExposure","5_86_3"
"430",2018-07-29,0,3429.38,0,"predictedExposure","5_86_3"
"431",2018-08-05,0,4793.1,1898.5,"predictedExposure","5_86_3"
"432",2018-08-12,0,5880.18,0,"predictedExposure","5_86_3"
"433",2018-08-19,0,0,2499.44,"predictedExposure","5_86_3"
"434",2018-08-26,0,5387.28,0,"predictedExposure","5_86_3"
"435",2018-09-02,9304.18,2744.44,0,"predictedExposure","5_86_3"
"436",2018-09-09,0,3977.49,1743.09,"predictedExposure","5_86_3"
"437",2018-09-16,0,0,1979.13,"predictedExposure","5_86_3"
"438",2018-09-23,0,3343.28,1802.4,"predictedExposure","5_86_3"
"439",2018-09-30,0,0,1764.47,"predictedExposure","5_86_3"
"440",2018-10-07,9395.39,0,1771.96,"predictedExposure","5_86_3"
"441",2018-10-14,7902.89,0,2351,"predictedExposure","5_86_3"
"442",2018-10-21,7159.96,0,1973.4,"predictedExposure","5_86_3"
"443",2018-10-28,6587.46,5567.29,0,"predictedExposure","5_86_3"
"444",2018-11-04,13901.55,0,0,"predictedExposure","5_86_3"
"445",2018-11-11,0,0,0,"predictedExposure","5_86_3"
"446",2018-11-18,0,0,2144.01,"predictedExposure","5_86_3"
"447",2018-11-25,0,4708.16,0,"predictedExposure","5_86_3"
"448",2018-12-02,0,4238.51,2060.72,"predictedExposure","5_86_3"
"449",2018-12-09,0,5857.92,2154.54,"predictedExposure","5_86_3"
"450",2018-12-16,0,0,1667.68,"predictedExposure","5_86_3"
"451",2018-12-23,8209.07,6466.58,2089.64,"predictedExposure","5_86_3"
"452",2018-12-30,0,5852.55,2339.24,"predictedExposure","5_86_3"
"453",2019-01-06,8978.39,4401.35,1997.03,"predictedExposure","5_86_3"
"454",2019-01-13,0,0,2164.28,"predictedExposure","5_86_3"
"455",2019-01-20,0,0,2134.11,"predictedExposure","5_86_3"
"456",2019-01-27,0,0,1858.5,"predictedExposure","5_86_3"
"457",2019-02-03,0,3231.46,2007.95,"predictedExposure","5_86_3"
"458",2019-02-10,0,0,1686.6,"predictedExposure","5_86_3"
"459",2019-02-17,0,0,1909.74,"predictedExposure","5_86_3"
"460",2019-02-24,0,0,2053.14,"predictedExposure","5_86_3"
"461",2019-03-03,8655.08,4814.95,2144.62,"predictedExposure","5_86_3"
"462",2019-03-10,9280.89,4192.35,2004.92,"predictedExposure","5_86_3"
"463",2019-03-17,0,0,2144,"predictedExposure","5_86_3"
"464",2019-03-24,0,0,1779.42,"predictedExposure","5_86_3"
"465",2019-03-31,0,4690.89,0,"predictedExposure","5_86_3"
"466",2019-04-07,0,4766.53,2003.86,"predictedExposure","5_86_3"
"467",2019-04-14,0,0,0,"predictedExposure","5_86_3"
"468",2019-04-21,0,0,1957.17,"predictedExposure","5_86_3"
"469",2019-04-28,0,0,1900.2,"predictedExposure","5_86_3"
"470",2019-05-05,0,0,2004.27,"predictedExposure","5_86_3"
"471",2019-05-12,0,0,0,"predictedExposure","5_86_3"
"472",2019-05-19,0,0,2038.55,"predictedExposure","5_86_3"
"473",2019-05-26,0,5929.51,1926.99,"predictedExposure","5_86_3"
"474",2019-06-02,7530.35,0,1641.73,"predictedExposure","5_86_3"
"475",2019-06-09,0,2905.4,1988.28,"predictedExposure","5_86_3"
"476",2019-06-16,0,0,0,"predictedExposure","5_86_3"
"477",2019-06-23,8258.41,4869.89,1673.52,"predictedExposure","5_86_3"
"478",2019-06-30,8842.3,5093.95,1986.57,"predictedExposure","5_86_3"
"479",2019-07-07,0,0,2297.87,"predictedExposure","5_86_3"
"480",2019-07-14,0,0,2104.26,"predictedExposure","5_86_3"
"481",2019-07-21,0,0,2122.39,"predictedExposure","5_86_3"
"482",2019-07-28,0,0,0,"predictedExposure","5_86_3"
"483",2019-08-04,0,0,2095.38,"predictedExposure","5_86_3"
"484",2019-08-11,0,3583.09,2029.69,"predictedExposure","5_86_3"
"485",2019-08-18,0,0,2105.81,"predictedExposure","5_86_3"
"486",2019-08-25,0,0,2084.53,"predictedExposure","5_86_3"
"487",2019-09-01,12357.56,4028.9,0,"predictedExposure","5_86_3"
"488",2019-09-08,0,5314.82,0,"predictedExposure","5_86_3"
"489",2019-09-15,0,5821.59,0,"predictedExposure","5_86_3"
"490",2019-09-22,0,0,1989.98,"predictedExposure","5_86_3"
"491",2019-09-29,0,5800.56,0,"predictedExposure","5_86_3"
"492",2019-10-06,12444.89,5078.26,2262.49,"predictedExposure","5_86_3"
"493",2019-10-13,0,0,1828.21,"predictedExposure","5_86_3"
"494",2019-10-20,0,3840.58,1820.21,"predictedExposure","5_86_3"
"495",2019-10-27,0,0,2014.92,"predictedExposure","5_86_3"
"496",2019-11-03,0,5194.29,1784.58,"predictedExposure","5_86_3"
"497",2019-11-10,0,0,1915.07,"predictedExposure","5_86_3"
"498",2019-11-17,0,0,1834.01,"predictedExposure","5_86_3"
"499",2019-11-24,0,0,2282.23,"predictedExposure","5_86_3"
"500",2019-12-01,0,0,2157.16,"predictedExposure","5_86_3"
"501",2019-12-08,0,4217.37,0,"predictedExposure","5_86_3"
"502",2019-12-15,7304.48,4889.61,1921.76,"predictedExposure","5_86_3"
"503",2019-12-22,0,0,2188.18,"predictedExposure","5_86_3"
"504",2019-12-29,11938.79,0,2081.04,"predictedExposure","5_86_3"
"505",2020-01-05,0,0,2099.61,"predictedExposure","5_86_3"
"506",2020-01-12,0,0,1994.76,"predictedExposure","5_86_3"
"507",2020-01-19,9172.76,0,1662.35,"predictedExposure","5_86_3"
"508",2020-01-26,0,7021.04,0,"predictedExposure","5_86_3"
"509",2020-02-02,13845.88,0,1893.5,"predictedExposure","5_86_3"
"510",2020-02-09,0,2798.56,2129.01,"predictedExposure","5_86_3"
"511",2020-02-16,13735.12,5199.3,2202.37,"predictedExposure","5_86_3"
"512",2020-02-23,0,0,1868.41,"predictedExposure","5_86_3"
"513",2020-03-01,0,4482.48,2093.68,"predictedExposure","5_86_3"
"514",2020-03-08,0,0,0,"predictedExposure","5_86_3"
"515",2020-03-15,9463.99,4560.81,0,"predictedExposure","5_86_3"
"516",2020-03-22,0,5181.34,2336.38,"predictedExposure","5_86_3"
"517",2020-03-29,0,4497.18,1829.48,"predictedExposure","5_86_3"
"518",2020-04-05,0,0,0,"predictedExposure","5_86_3"
"519",2020-04-12,11228.16,4039.5,1997.77,"predictedExposure","5_86_3"
"520",2020-04-19,11844.41,0,2002.3,"predictedExposure","5_86_3"
"521",2020-04-26,0,0,0,"predictedExposure","5_86_3"
"522",2020-05-03,0,5251.48,1881.76,"predictedExposure","5_86_3"
"523",2020-05-10,10596.48,0,0,"predictedExposure","5_86_3"
"524",2020-05-17,0,0,2065.39,"predictedExposure","5_86_3"
"525",2020-05-24,8610.86,0,2066.01,"predictedExposure","5_86_3"
"526",2020-05-31,0,4290.27,2445.19,"predictedExposure","5_86_3"
"527",2020-06-07,9129.69,0,2274.2,"predictedExposure","5_86_3"
"528",2020-06-14,13698.53,5994.39,0,"predictedExposure","5_86_3"
"529",2020-06-21,11344.59,6319.14,2064.97,"predictedExposure","5_86_3"
"530",2020-06-28,0,0,2199.42,"predictedExposure","5_86_3"
"531",2020-07-05,0,0,0,"predictedExposure","5_86_3"
"532",2020-07-12,0,5496,1986.07,"predictedExposure","5_86_3"
"533",2020-07-19,0,5771.41,2010.31,"predictedExposure","5_86_3"
"534",2020-07-26,0,6029.44,2173.46,"predictedExposure","5_86_3"
"535",2020-08-02,0,0,1830.34,"predictedExposure","5_86_3"
"536",2020-08-09,11352.87,4575.68,1934.87,"predictedExposure","5_86_3"
"537",2020-08-16,0,5862.6,0,"predictedExposure","5_86_3"
"538",2020-08-23,9583.4,2344.38,2062.29,"predictedExposure","5_86_3"
"539",2020-08-30,0,0,0,"predictedExposure","5_86_3"
"540",2020-09-06,0,0,0,"predictedExposure","5_86_3"
"541",2020-09-13,0,0,2194.51,"predictedExposure","5_86_3"
"542",2020-09-20,0,0,0,"predictedExposure","5_86_3"
"543",2020-09-27,0,3970.06,2081.28,"predictedExposure","5_86_3"
"544",2020-10-04,11270.06,4650.06,1961.36,"predictedExposure","5_86_3"
"545",2020-10-11,0,0,2151.15,"predictedExposure","5_86_3"
"546",2020-10-18,11888.96,0,1892.17,"predictedExposure","5_86_3"
"547",2020-10-25,8174.36,7696.22,0,"predictedExposure","5_86_3"
"548",2020-11-01,0,4926.08,0,"predictedExposure","5_86_3"
"549",2020-11-08,0,0,0,"predictedExposure","5_86_3"
"550",2020-11-15,0,0,1769.21,"predictedExposure","5_86_3"
"551",2020-11-22,0,3981.96,1930.41,"predictedExposure","5_86_3"
"552",2020-11-29,0,0,0,"predictedExposure","5_86_3"
"553",2020-12-06,0,5382.73,1793.47,"predictedExposure","5_86_3"
"554",2020-12-13,0,0,1912.65,"predictedExposure","5_86_3"
"555",2020-12-20,0,6096.35,0,"predictedExposure","5_86_3"
"556",2020-12-27,0,0,1918.79,"predictedExposure","5_86_3"
"557",2021-01-03,0,0,1892.95,"predictedExposure","5_86_3"
"558",2021-01-10,0,0,2005.08,"predictedExposure","5_86_3"
"559",2021-01-17,0,0,2230.84,"predictedExposure","5_86_3"
"560",2021-01-24,0,0,2034.5,"predictedExposure","5_86_3"
"561",2021-01-31,0,3820.84,2004.21,"predictedExposure","5_86_3"
"562",2021-02-07,0,6301.43,2019.89,"predictedExposure","5_86_3"
"563",2021-02-14,11898.84,5895.26,2045.48,"predictedExposure","5_86_3"
"564",2021-02-21,10175.1,0,1796.65,"predictedExposure","5_86_3"
"565",2021-02-28,0,3667.79,1977.04,"predictedExposure","5_86_3"
"566",2021-03-07,0,3031.38,0,"predictedExposure","5_86_3"
"567",2021-03-14,0,4339.94,1725.85,"predictedExposure","5_86_3"
"568",2021-03-21,0,0,2173.13,"predictedExposure","5_86_3"
"569",2021-03-28,12376.06,5498.69,2216.28,"predictedExposure","5_86_3"
"570",2021-04-04,0,6047.97,1873.72,"predictedExposure","5_86_3"
"571",2021-04-11,11841.72,0,1951.73,"predictedExposure","5_86_3"
"572",2021-04-18,0,6742.67,1824.36,"predictedExposure","5_86_3"
"573",2021-04-25,0,0,2139.88,"predictedExposure","5_86_3"
"574",2021-05-02,0,0,1787.76,"predictedExposure","5_86_3"
"575",2021-05-09,0,0,1955.5,"predictedExposure","5_86_3"
"576",2021-05-16,0,4111.03,0,"predictedExposure","5_86_3"
"577",2021-05-23,0,5242.12,2010.19,"predictedExposure","5_86_3"
"578",2021-05-30,0,0,1641.15,"predictedExposure","5_86_3"
"579",2021-06-06,0,5936.74,2265.29,"predictedExposure","5_86_3"
"580",2021-06-13,0,6412.33,1807.08,"predictedExposure","5_86_3"
"581",2021-06-20,9292.01,0,2011.98,"predictedExposure","5_86_3"
"582",2021-06-27,0,0,1957.5,"predictedExposure","5_86_3"
"583",2021-07-04,0,2760.4,1847.58,"predictedExposure","5_86_3"
"584",2021-07-11,5553.19,0,1822.44,"predictedExposure","5_86_3"
"585",2021-07-18,11250.46,0,2187.28,"predictedExposure","5_86_3"
"586",2021-07-25,0,0,1894.87,"predictedExposure","5_86_3"
"587",2021-08-01,0,3720.31,2054.23,"predictedExposure","5_86_3"
"588",2021-08-08,0,4414.57,1839.7,"predictedExposure","5_86_3"
"589",2021-08-15,8520.87,0,0,"predictedExposure","5_86_3"
"590",2021-08-22,13086.03,0,2094.45,"predictedExposure","5_86_3"
"591",2021-08-29,7414.29,0,2186.08,"predictedExposure","5_86_3"
"592",2021-09-05,10534.1,0,1964.94,"predictedExposure","5_86_3"
"593",2021-09-12,0,5213.48,1715.62,"predictedExposure","5_86_3"
"594",2021-09-19,7663.81,0,2399.59,"predictedExposure","5_86_3"
"595",2021-09-26,0,4757.98,0,"predictedExposure","5_86_3"
"596",2021-10-03,0,0,1691.68,"predictedExposure","5_86_3"
"597",2021-10-10,11543.58,4615.35,2518.88,"predictedExposure","5_86_3"
"598",2021-10-17,0,4556.16,1919.19,"predictedExposure","5_86_3"
"599",2021-10-24,0,0,1707.65,"predictedExposure","5_86_3"
"600",2021-10-31,0,0,1863.31,"predictedExposure","5_86_3"
"601",2018-01-07,13528.1,0,0,"adstockedMedia","5_86_3"
"602",2018-01-14,3889.32875,5349.65,2218.93,"adstockedMedia","5_86_3"
"603",2018-01-21,1118.182015625,5503.72705,2603.91143,"adstockedMedia","5_86_3"
"604",2018-01-28,321.477329492187,4866.59331085,653.58176893,"adstockedMedia","5_86_3"
"605",2018-02-04,92.4247322290039,1153.38261467145,2351.33902400143,"adstockedMedia","5_86_3"
"606",2018-02-11,8072.01211051584,4583.90167967713,2583.16609502436,"adstockedMedia","5_86_3"
"607",2018-02-18,2320.7034817733,1086.38469808348,2901.39468985111,"adstockedMedia","5_86_3"
"608",2018-02-25,10364.4922510098,4736.28317344578,2770.55006715263,"adstockedMedia","5_86_3"
"609",2018-03-04,2979.79152216532,4279.42911210665,2554.42806685531,"adstockedMedia","5_86_3"
"610",2018-03-11,856.690062622531,5536.25469956928,2777.15144478068,"adstockedMedia","5_86_3"
"611",2018-03-18,246.298393003978,5832.43236379792,697.065012639951,"adstockedMedia","5_86_3"
"612",2018-03-25,70.8107879886436,1382.28647022011,174.963318172628,"adstockedMedia","5_86_3"
"613",2018-04-01,11542.4381015467,6026.06189344217,43.9157928613296,"adstockedMedia","5_86_3"
"614",2018-04-08,13561.8009541947,1428.17666874579,11.0228640081937,"adstockedMedia","5_86_3"
"615",2018-04-15,3899.01777433097,338.477870492753,1842.13673886606,"adstockedMedia","5_86_3"
"616",2018-04-22,11788.3176101202,80.2192553067824,2369.50632145538,"adstockedMedia","5_86_3"
"617",2018-04-29,3389.14131290954,19.0119635077074,2799.1060866853,"adstockedMedia","5_86_3"
"618",2018-05-06,10564.0581274615,5165.43583535133,2592.06562775801,"adstockedMedia","5_86_3"
"619",2018-05-13,13663.3067116452,1224.20829297826,2573.23847256726,"adstockedMedia","5_86_3"
"620",2018-05-20,12220.010679598,4895.28736543585,2543.82285661438,"adstockedMedia","5_86_3"
"621",2018-05-27,3513.25307038442,1160.1831056083,2675.28953701021,"adstockedMedia","5_86_3"
"622",2018-06-03,12317.3002577355,274.963396029166,2594.39767378956,"adstockedMedia","5_86_3"
"623",2018-06-10,3541.22382409896,65.1663248589124,2330.82381612118,"adstockedMedia","5_86_3"
"624",2018-06-17,9533.77184942845,4022.32441899156,585.036777846416,"adstockedMedia","5_86_3"
"625",2018-06-24,2740.95940671068,953.290887301,146.84423123945,"adstockedMedia","5_86_3"
"626",2018-07-01,788.02582942932,225.929940290337,36.8579020411021,"adstockedMedia","5_86_3"
"627",2018-07-08,226.55742596093,5103.03539584881,2171.78133341232,"adstockedMedia","5_86_3"
"628",2018-07-15,65.1352599637673,1209.41938881617,2662.56711468649,"adstockedMedia","5_86_3"
"629",2018-07-22,13084.2863872396,5929.94239514943,2567.23434578631,"adstockedMedia","5_86_3"
"630",2018-07-29,3761.73233633138,4834.77634765042,644.375820792364,"adstockedMedia","5_86_3"
"631",2018-08-05,1081.49804669527,5938.94199439315,2060.23833101888,"adstockedMedia","5_86_3"
"632",2018-08-12,310.930688424891,7287.70925267118,517.11982108574,"adstockedMedia","5_86_3"
"633",2018-08-19,89.392572922156,1727.18709288307,2629.23707509252,"adstockedMedia","5_86_3"
"634",2018-08-26,25.7003647151199,5796.62334101329,659.938505848223,"adstockedMedia","5_86_3"
"635",2018-09-02,9311.5688548556,4118.23973182015,165.644564967904,"adstockedMedia","5_86_3"
"636",2018-09-09,2677.07604577098,4953.51281644138,1784.66678580694,"adstockedMedia","5_86_3"
"637",2018-09-16,769.659363159158,1173.98253749661,2427.08136323754,"adstockedMedia","5_86_3"
"638",2018-09-23,221.277066908258,3621.5138613867,2411.59742217262,"adstockedMedia","5_86_3"
"639",2018-09-30,63.6171567361241,858.298785148647,2369.78095296533,"adstockedMedia","5_86_3"
"640",2018-10-07,9413.67993256164,203.416812080229,2366.7750191943,"adstockedMedia","5_86_3"
"641",2018-10-14,10609.3229806115,48.2097844630143,2945.06052981777,"adstockedMedia","5_86_3"
"642",2018-10-21,10210.1403569258,11.4257189177344,2712.61019298426,"adstockedMedia","5_86_3"
"643",2018-10-28,9522.87535261617,5569.9978953835,680.865158439049,"adstockedMedia","5_86_3"
"644",2018-11-04,16639.3766638771,1320.08950120589,170.897154768201,"adstockedMedia","5_86_3"
"645",2018-11-11,4783.82079086468,312.861211785796,42.8951858468185,"adstockedMedia","5_86_3"
"646",2018-11-18,1375.3484773736,74.1481071932336,2154.77669164755,"adstockedMedia","5_86_3"
"647",2018-11-25,395.412687244909,4725.7331014048,540.848949603535,"adstockedMedia","5_86_3"
"648",2018-12-02,113.681147582911,5358.50874503294,2196.47308635049,"adstockedMedia","5_86_3"
"649",2018-12-09,32.683329930087,7127.88657257281,2705.85474467397,"adstockedMedia","5_86_3"
"650",2018-12-16,9.3964573549,1689.30911769976,2346.84954091317,"adstockedMedia","5_86_3"
"651",2018-12-23,8211.77148148953,6866.94626089484,2678.6992347692,"adstockedMedia","5_86_3"
"652",2018-12-30,2360.88430092824,7480.01626383208,3011.59350792707,"adstockedMedia","5_86_3"
"653",2019-01-06,9657.14423651687,6174.1138545282,2752.93997048969,"adstockedMedia","5_86_3"
"654",2019-01-13,2776.4289679986,1463.26498352318,2855.26793259291,"adstockedMedia","5_86_3"
"655",2019-01-20,798.223328299597,346.793801094995,2850.78225108082,"adstockedMedia","5_86_3"
"656",2019-01-27,229.489206886134,82.1901308595137,2574.04634502129,"adstockedMedia","5_86_3"
"657",2019-02-03,65.9781469797636,3250.9390610137,2654.03563260034,"adstockedMedia","5_86_3"
"658",2019-02-10,18.968717256682,770.472557460248,2352.76294378269,"adstockedMedia","5_86_3"
"659",2019-02-17,5.45350621129608,182.601996118079,2500.28349888945,"adstockedMedia","5_86_3"
"660",2019-02-24,1.56788303574762,43.2766730799847,2680.71115822125,"adstockedMedia","5_86_3"
"661",2019-03-03,8655.53076637278,4825.20657151996,2817.47850071353,"adstockedMedia","5_86_3"
"662",2019-03-10,11769.3550953322,5335.92395745023,2712.1071036791,"adstockedMedia","5_86_3"
"663",2019-03-17,3383.689589908,1264.6139779157,2824.73888302345,"adstockedMedia","5_86_3"
"664",2019-03-24,972.81075709855,299.713512766022,2488.42945963889,"adstockedMedia","5_86_3"
"665",2019-03-31,279.683092665833,4761.92210252555,624.595794369361,"adstockedMedia","5_86_3"
"666",2019-04-07,80.408889141427,5895.10553829855,2160.63354438671,"adstockedMedia","5_86_3"
"667",2019-04-14,23.1175556281603,1397.14001257676,542.319019641064,"adstockedMedia","5_86_3"
"668",2019-04-21,6.64629724309607,331.122182980691,2093.29207392991,"adstockedMedia","5_86_3"
"669",2019-04-28,1.91081045739012,78.4759573664239,2425.61631055641,"adstockedMedia","5_86_3"
"670",2019-05-05,0.54935800649966,18.5988018958425,2613.09969394966,"adstockedMedia","5_86_3"
"671",2019-05-12,0.157940426868652,4.40791604931466,655.888023181364,"adstockedMedia","5_86_3"
"672",2019-05-19,0.0454078727247375,1.04467610368757,2203.17789381852,"adstockedMedia","5_86_3"
"673",2019-05-26,0.013054763408362,5929.75758823657,2479.98765134845,"adstockedMedia","5_86_3"
"674",2019-06-02,7530.35375324448,1405.35254841207,2264.20690048846,"adstockedMedia","5_86_3"
"675",2019-06-09,2164.97670405779,3238.46855397366,2556.5959320226,"adstockedMedia","5_86_3"
"676",2019-06-16,622.430802416614,767.517047291757,641.705578937674,"adstockedMedia","5_86_3"
"677",2019-06-23,8437.35885569478,5051.79154020815,1834.58810031336,"adstockedMedia","5_86_3"
"678",2019-06-30,11268.0406710122,6291.22459502933,2447.05161317865,"adstockedMedia","5_86_3"
"679",2019-07-07,3239.56169291602,1491.02022902195,2912.07995490784,"adstockedMedia","5_86_3"
"680",2019-07-14,931.373986713356,353.371794278202,2835.19206868187,"adstockedMedia","5_86_3"
"681",2019-07-21,267.77002118009,83.749115243934,2834.02320923915,"adstockedMedia","5_86_3"
"682",2019-07-28,76.9838810892758,19.8485403128124,711.339825519026,"adstockedMedia","5_86_3"
"683",2019-08-04,22.1328658131668,4.70410405413653,2273.92629620528,"adstockedMedia","5_86_3"
"684",2019-08-11,6.36319892128545,3584.20487266083,2600.44550034752,"adstockedMedia","5_86_3"
"685",2019-08-18,1.82941968986957,849.456554820617,2758.52182058723,"adstockedMedia","5_86_3"
"686",2019-08-25,0.525958160837501,201.321203492486,2776.91897696739,"adstockedMedia","5_86_3"
"687",2019-09-01,12357.7112129712,4076.61312522772,697.006663218816,"adstockedMedia","5_86_3"
"688",2019-09-08,3552.84197372923,6280.97731067897,174.948672467923,"adstockedMedia","5_86_3"
"689",2019-09-15,1021.44206744715,7310.18162263092,43.9121167894486,"adstockedMedia","5_86_3"
"690",2019-09-22,293.664594391057,1732.51304456353,2001.00194131415,"adstockedMedia","5_86_3"
"691",2019-09-29,84.4285708874288,6211.16559156156,502.251487269852,"adstockedMedia","5_86_3"
"692",2019-10-06,12469.1632141301,6550.30624520009,2388.55512330473,"adstockedMedia","5_86_3"
"693",2019-10-13,3584.88442406241,1552.42258011242,2427.73733594949,"adstockedMedia","5_86_3"
"694",2019-10-20,1030.65427191794,4208.50415148664,2429.57207132332,"adstockedMedia","5_86_3"
"695",2019-10-27,296.313103176409,997.415483902334,2624.74258990215,"adstockedMedia","5_86_3"
"696",2019-11-03,85.1900171632175,5430.67746968485,2443.39039006544,"adstockedMedia","5_86_3"
"697",2019-11-10,24.492129934425,1287.07056031531,2528.36098790643,"adstockedMedia","5_86_3"
"698",2019-11-17,7.0414873561472,305.035722794728,2468.62860796451,"adstockedMedia","5_86_3"
"699",2019-11-24,2.02442761489232,72.2934663023507,2901.85578059909,"adstockedMedia","5_86_3"
"700",2019-12-01,0.582022939281542,17.1335515136571,2885.52580093037,"adstockedMedia","5_86_3"
"701",2019-12-08,0.167331595043443,4221.43065170874,724.266976033523,"adstockedMedia","5_86_3"
"702",2019-12-15,7304.52810783357,5890.08906445497,2103.55101098441,"adstockedMedia","5_86_3"
"703",2019-12-22,2100.05183100215,1395.95110827583,2716.17130375709,"adstockedMedia","5_86_3"
"704",2019-12-29,12542.5549014131,330.840412661371,2762.79899724303,"adstockedMedia","5_86_3"
"705",2020-01-05,3605.98453415627,78.409177800745,2793.072548308,"adstockedMedia","5_86_3"
"706",2020-01-12,1036.72055356993,18.5829751387766,2695.82120962531,"adstockedMedia","5_86_3"
"707",2020-01-19,9470.81715915135,4.40416510789004,2339.00112361595,"adstockedMedia","5_86_3"
"708",2020-01-26,2722.85993325601,7022.08378713057,587.089282027604,"adstockedMedia","5_86_3"
"709",2020-02-02,14628.7022308111,1664.23385754995,2040.85940978893,"adstockedMedia","5_86_3"
"710",2020-02-09,4205.75189135819,3192.98342423934,2641.26571185702,"adstockedMedia","5_86_3"
"711",2020-02-16,14944.2736687655,5956.03707154472,2865.32769367611,"adstockedMedia","5_86_3"
"712",2020-02-23,4296.47867977008,1411.5807859561,2587.6072511127,"adstockedMedia","5_86_3"
"713",2020-03-01,1235.2376204339,4817.02464627159,2743.16942002929,"adstockedMedia","5_86_3"
"714",2020-03-08,355.130815874745,1141.63484116637,688.535524427351,"adstockedMedia","5_86_3"
"715",2020-03-15,9566.09010956399,4831.37745735643,172.822416631265,"adstockedMedia","5_86_3"
"716",2020-03-22,2750.25090649965,6326.37645739347,2379.75842657445,"adstockedMedia","5_86_3"
"717",2020-03-29,790.697135618648,5996.53122040225,2426.79936507019,"adstockedMedia","5_86_3"
"718",2020-04-05,227.325426490361,1421.17789923533,609.126640632617,"adstockedMedia","5_86_3"
"719",2020-04-12,11293.516060116,4376.31916211877,2150.66078679879,"adstockedMedia","5_86_3"
"720",2020-04-19,15091.2958672833,1037.18764142215,2542.1158574865,"adstockedMedia","5_86_3"
"721",2020-04-26,4338.74756184396,245.813471017049,638.07108022911,"adstockedMedia","5_86_3"
"722",2020-05-03,1247.38992403014,5309.73779263104,2041.91584113751,"adstockedMedia","5_86_3"
"723",2020-05-10,10955.1046031587,1258.40785685356,512.520876125514,"adstockedMedia","5_86_3"
"724",2020-05-17,3149.59257340812,298.242662074293,2194.0327399075,"adstockedMedia","5_86_3"
"725",2020-05-24,9516.36786485483,70.6835109116074,2616.71221771678,"adstockedMedia","5_86_3"
"726",2020-05-31,2735.95576114576,4307.02199208605,3101.98476664691,"adstockedMedia","5_86_3"
"727",2020-06-07,9916.27728132941,1020.76421212439,3052.79817642837,"adstockedMedia","5_86_3"
"728",2020-06-14,16549.4597183822,6236.31111827348,766.252342283522,"adstockedMedia","5_86_3"
"729",2020-06-21,16102.5596690349,7797.14573503082,2257.29933791316,"adstockedMedia","5_86_3"
"730",2020-06-28,4629.48590484753,1847.9235392023,2766.0021338162,"adstockedMedia","5_86_3"
"731",2020-07-05,1330.97719764366,437.957878790946,694.266535587867,"adstockedMedia","5_86_3"
"732",2020-07-12,382.655944322553,5599.79601727345,2160.33090043255,"adstockedMedia","5_86_3"
"733",2020-07-19,110.013583992734,7098.56165609381,2552.55305600857,"adstockedMedia","5_86_3"
"734",2020-07-26,31.6289053979111,7711.79911249423,2814.15081705815,"adstockedMedia","5_86_3"
"735",2020-08-02,9.09331030189943,1827.69638966113,2536.6918550816,"adstockedMedia","5_86_3"
"736",2020-08-09,11355.4843267118,5008.84404434969,2571.57965562548,"adstockedMedia","5_86_3"
"737",2020-08-16,3264.70174392964,7049.69603851088,645.466493561996,"adstockedMedia","5_86_3"
"738",2020-08-23,10522.0017513798,4015.15796112708,2224.30208988406,"adstockedMedia","5_86_3"
"739",2020-08-30,3025.07550352168,951.592436787117,558.299824560899,"adstockedMedia","5_86_3"
"740",2020-09-06,869.709207262484,225.527407518547,140.133255964786,"adstockedMedia","5_86_3"
"741",2020-09-13,250.041397087964,53.4499955818956,2229.68344724716,"adstockedMedia","5_86_3"
"742",2020-09-20,71.8869016627897,12.6676489529093,559.650545259037,"adstockedMedia","5_86_3"
